,Unnamed: 0,Unnamed: 0.1,id,author_id,like_count,quote_count,reply_count,retweet_count,referenced_tweet_id,referenced_tweet_type,text,sentiment,annotator,annotation_id,created_at,updated_at,lead_time
102,139,27,140,329313503.0,1.0,0.0,1.0,2.0,,,"Wednesday @AMCMovieNews  with @johncampea and I talking about #WolfOfWallStreet, Spiderman 2, Patiend Z and more: http://t.co/dxv6RPYTpc",Neutral,1,140,2022-11-08T14:03:53.211614Z,2022-11-08T14:03:53.211614Z,1.235
103,469,21,470,83431030.0,0.0,0.0,0.0,0.0,,,#JordanBelfort #WolfOfWallStreet @leonardodicaprio RT RP that one buddy! #HappyHalloween 😱 http://t.co/pvTTw3EuAm,Neutral,1,470,2022-11-08T17:52:07.690000Z,2022-11-08T17:52:07.690000Z,1.362
104,219,23,220,2212901899.0,0.0,0.0,0.0,48231.0,4.191983750539018e+17,retweeted,RT @justinbieber: movies to see this weekend. #BelieveMovie and #wolfofwallstreet.,Neutral,1,220,2022-11-08T17:21:47.428947Z,2022-11-08T17:21:47.428947Z,4.072
105,164,24,165,22279151.0,0.0,0.0,0.0,0.0,,,Brilliant marketing #wolfofwallstreet #film #filmmaking #sagaftra #awardsseason http://t.co/Cu6LPOPyaA,Positive,1,165,2022-11-08T17:08:43.146684Z,2022-11-08T17:08:43.146684Z,1.915
106,495,19,496,37756638.0,0.0,0.0,0.0,0.0,,,It’s funny that the real Jordan Belfort was actually in the movie. #WolfOfWallStreet,Neutral,1,496,2022-11-08T17:53:59.330964Z,2022-11-08T17:53:59.330964Z,1.646
107,236,12,237,849558128.0,0.0,0.0,0.0,0.0,,,#Oscars = #wolfofwallstreet #wolfofwallstreet  #wolfofwallstreet  #wolfofwallstreet  #wolfofwallstreet  #wolfofwallstreet  it has to be!,Positive,1,237,2022-11-08T17:23:10.023022Z,2022-11-08T17:23:10.023022Z,2.4
108,98,14,99,961205342.0,0.0,0.0,0.0,2.0,3.836533634489549e+17,retweeted,"RT @MiBiz: The @GREconClub welcomes the #wolfofwallstreet, Jordan Belfort to GR, Oct. 7. Register to here him speak at http://t.co/HfIqF431…",Neutral,1,99,2022-11-08T13:42:38.658983Z,2022-11-08T13:42:38.658983Z,6.643
109,4,4,5,247986170.0,1.0,0.0,0.0,0.0,,,"""Money is not going to make you happy, but an absence of money will buy you an awful lot of misery"" - Jordan Belfort #WolfofWallStreet",Neutral,1,29,2022-11-08T13:29:51.081419Z,2022-11-08T13:29:51.081419Z,5.926
110,366,2,367,30850110.0,0.0,0.0,0.0,0.0,,,Meeting the Wolf of Wallstreet - LIVE! - Meeting the Wolf of Wallstreet - LIVE! #WolfOfWallstreet... http://t.co/i3MTC7UBGE,Neutral,1,367,2022-11-08T17:42:59.445483Z,2022-11-08T17:42:59.445483Z,0.818
111,34,6,35,1095204613.0,0.0,0.0,0.0,0.0,,,1:34: I want to pay so much money to see DiCaprio do this dance. http://t.co/WBLcQic98v #wolfofwallstreet,Positive,1,35,2022-11-08T13:30:39.839671Z,2022-11-08T13:30:39.839671Z,6.695
112,214,18,215,20984857.0,0.0,0.0,1.0,0.0,,,@stephicampbell please don't tell me Leo has sex with Joanna Lumley?! #wolfofwallstreet,Neutral,1,215,2022-11-08T17:21:23.557020Z,2022-11-08T17:21:23.557020Z,4.206
113,76,20,77,69360779.0,0.0,0.0,0.0,0.0,,,Somehow I still manage to make money on such a terrible trading day.. #WolfofWallstreet  #TFM #GoHam,Neutral,1,77,2022-11-08T13:36:51.231168Z,2022-11-08T13:36:51.231168Z,6.354
114,459,11,460,2777814352.0,0.0,0.0,0.0,7.0,5.28258045202006e+17,retweeted,RT @theviewtv: Your hosts picked their favorite costumes from our studio audience! #WhoopiCushion #WolfOfWallStreet #EnchantedView http://t…,Neutral,1,460,2022-11-08T17:51:37.772379Z,2022-11-08T17:51:37.772379Z,1.646
115,129,17,130,27408764.0,0.0,0.0,0.0,0.0,,,Leonardo DiCaprio. Martin Scorcese. The dream team. This looks so much fun! Can't wait! #WolfofWallStreet https://t.co/PbI0g6K8RQ,Positive,1,130,2022-11-08T13:54:59.681649Z,2022-11-08T13:54:59.683186Z,3.327
116,246,22,247,1102303260.0,0.0,0.0,1.0,0.0,4.3952539307096064e+17,replied_to,"@adamemccann @fivethirtyeight @tableau I think you're right on, though I was hoping that @LeifThomas96 #wolfofwallstreet would score higher!",Neutral,1,247,2022-11-08T17:24:41.440247Z,2022-11-08T17:24:41.440247Z,5.516
117,295,15,296,21313356.0,0.0,0.0,0.0,0.0,4.615700314707968e+17,replied_to,@AlexAllTimeLow agreed that @JonahHill was on point - and so was @LeoDiCaprio!  #wolfofwallstreet,Positive,1,296,2022-11-08T17:29:11.215842Z,2022-11-08T17:29:11.215842Z,5.474
118,75,19,76,1342426406.0,0.0,0.0,1.0,0.0,3.7210149899535565e+17,replied_to,@PJ_Byrne @NewYorkMag @LeoDiCaprio @JonahHill @MargotRobbie @RedGranitePics can't wait #WolfofWallstreet,Positive,1,76,2022-11-08T13:36:43.673455Z,2022-11-08T13:36:43.673455Z,3.805
119,338,2,339,26514591.0,0.0,0.0,0.0,1.0,4.775747222389637e+17,retweeted,RT @JDCMovies: #WolfofWallStreet was fantastic. People called partying excessive but to me it just seemed like the reality. #biblethumpers …,Positive,1,339,2022-11-08T17:40:15.767787Z,2022-11-08T17:40:15.767787Z,2.676
120,205,9,206,377440244.0,0.0,0.0,0.0,0.0,,,Loved #wolfofwallstreet,Positive,1,206,2022-11-08T17:20:37.291597Z,2022-11-08T17:20:37.291597Z,0.711
121,240,16,241,1008350096.0,0.0,0.0,0.0,1.0,,,"#Writing #Character Type
#Visionary
#Jobs
#Pi
#WolfOfWallStreet

http://t.co/ozUMb2J2FR
#ff @GoIntoTheStory #WriteNow",Neutral,1,241,2022-11-08T17:24:15.101744Z,2022-11-08T17:24:15.101744Z,3.913
122,388,24,389,40439713.0,0.0,0.0,0.0,1.0,4.948081268439368e+17,retweeted,RT @ThinkYachtsAsia: Live like the Wolf of Wall Street with Lacy P ON SALE! http://t.co/WLWqiskRye  #WolfOfWallStreet #yacht #boating http:…,Neutral,1,389,2022-11-08T17:46:27.998257Z,2022-11-08T17:46:27.998257Z,3.538
123,85,1,86,906193520.0,0.0,0.0,0.0,0.0,,,black skinhead #tune #wolfofwallstreet,Neutral,1,86,2022-11-08T13:38:04.870206Z,2022-11-08T13:38:04.870206Z,2.905
124,484,8,485,452217843.0,0.0,0.0,0.0,0.0,,,#Wolf󾇐ofwallstreet  Sankar Raj this ones for you. Iam glad that we went to watch this epic tale of #jordanbelfort... http://t.co/rwXcshxNgk,Neutral,1,485,2022-11-08T17:53:04.596478Z,2022-11-08T17:53:04.596478Z,5.042
125,263,11,264,255736852.0,0.0,0.0,0.0,2.0,4.507636070729892e+17,retweeted,RT @KMullins4: I watched #WolfofWallStreet last night and now I hate my life.,Negative,1,264,2022-11-08T17:26:22.406796Z,2022-11-08T17:26:22.406796Z,2.396
126,403,11,404,172739893.0,0.0,0.0,0.0,0.0,,,Have kept #WolfOfWallStreet on my phone! For that fucking attitude of Jordan!! #love,Neutral,1,404,2022-11-08T17:47:13.841979Z,2022-11-08T17:47:13.841979Z,2.668
127,475,27,476,293865084.0,3.0,0.0,0.0,0.0,,,Cannot get enough of Jordan Belfort #WolfOfWallStreet,Positive,1,476,2022-11-08T17:52:27.465261Z,2022-11-08T17:52:27.465261Z,1.144
128,280,0,281,245043387.0,0.0,0.0,1.0,0.0,4.616533173710684e+17,replied_to,"@TheCianCarroll Delighted for ya. Reminds me of the night you put up the link to #WolfOfWallStreet!

*considers re-watching Senna...*",Neutral,1,281,2022-11-08T17:27:47.917573Z,2022-11-08T17:27:47.917573Z,6.268
129,420,0,421,895984104.0,0.0,0.0,2.0,2.0,,,#GrabHerHand prod @SmackTUF ft @ThaRealSEMI x @CASKET_MGB x @AntDeLaVega #wolfofwallstreet #turnup #rap #rare #art http://t.co/kkg0g9WUiy,Neutral,1,421,2022-11-08T17:48:27.606304Z,2022-11-08T17:48:27.606304Z,7.071
130,135,23,136,169739245.0,0.0,0.0,0.0,0.0,,,New #WolfOfWallStreet trailer!!!! Via @IGN http://t.co/WwEEdVsDXe,Neutral,1,136,2022-11-08T14:03:36.073745Z,2022-11-08T14:03:36.073745Z,93.505
131,490,14,491,325030134.0,0.0,0.0,1.0,0.0,,,bought these awesome movies for 16$ I saved 26$ eeeeks. #WolfOfWallStreet $4 #Ted $6 &amp; #TheHeat $6… http://t.co/ystyM51LKR,Positive,1,491,2022-11-08T17:53:33.283569Z,2022-11-08T17:53:37.216223Z,4.252
132,64,8,65,1325713214.0,0.0,0.0,0.0,0.0,,,Wold of Wall Street - Behind the Scenes Photos http://t.co/DE5dCSDwYA #TheFordhamCompany #WolfofWallStreet #Jordan Belfort,Neutral,1,65,2022-11-08T13:35:19.629055Z,2022-11-08T13:35:19.629055Z,4.626
133,259,7,260,259949041.0,0.0,0.0,0.0,1.0,4.499358894985298e+17,retweeted,RT @jillianoyler: I've got a hangover just from watching #wolfofwallstreet,Neutral,1,260,2022-11-08T17:25:55.120774Z,2022-11-08T17:25:55.120774Z,0.664
134,411,19,412,109919139.0,0.0,0.0,0.0,0.0,,,@LeoDiCaprio I saw you @Budweiser #MadeInAmerica #musicfest love the face #wolfofwallstreet http://t.co/0ys2ZwLRAG,Neutral,1,412,2022-11-08T17:47:49.574896Z,2022-11-08T17:47:49.574896Z,0.78
135,2,2,3,460667050.0,0.0,0.0,0.0,0.0,,,"https://t.co/InwFXIpwxl

I gotta see this movie. #wolfofwallstreet #leo",Positive,1,2,2022-11-08T13:24:49.561939Z,2022-11-08T13:24:49.561939Z,3.869
136,385,21,386,555954497.0,0.0,0.0,0.0,476.0,4.252256263591895e+17,retweeted,"RT @MarioGoetze: #wolfofwallstreet Amazing movie!
@LeoDiCaprio http://t.co/S19Qb2Eyxo",Positive,1,386,2022-11-08T17:44:51.122912Z,2022-11-08T17:44:51.122912Z,3.529
137,71,15,72,300840384.0,0.0,0.0,0.0,0.0,,,"“Listen, guys, fucking around with midgets ain’t no joke. Pound for pound they’re stronger than grizzly bears"" #WolfofWallstreet",Neutral,1,72,2022-11-08T13:36:09.942026Z,2022-11-08T13:36:09.942026Z,3.987
138,70,14,71,118197187.0,0.0,0.0,0.0,0.0,,,"""I guess the road to hell is paved with good intentions."" #wolfofwallstreet",Neutral,1,71,2022-11-08T13:36:01.065555Z,2022-11-08T13:36:01.065555Z,7.548
139,354,18,355,2595871693.0,0.0,0.0,0.0,0.0,,,I LOVE this quote! #WolfofWallStreet http://t.co/bLlFlRpl36,Positive,1,355,2022-11-08T17:42:05.582669Z,2022-11-08T17:42:05.582669Z,1.093
140,326,18,327,261384029.0,1.0,0.0,0.0,0.0,,,I really need to watch #WolfOfWallStreet  these #fitnessmotivation #fitfam gigs have me like 😂😆😎💪,Neutral,1,327,2022-11-08T17:39:36.577639Z,2022-11-08T17:39:36.577639Z,6.889
141,248,24,249,85904531.0,0.0,0.0,0.0,0.0,,,My review of the #Oscar nominated film #WolfOfWallStreet You still have time to see it before Sunday! #TracysTake http://t.co/2ZyKIWUGS9,Neutral,1,249,2022-11-08T17:24:54.954848Z,2022-11-08T17:24:54.954848Z,8.409
142,66,10,67,275718091.0,0.0,0.0,0.0,0.0,,,Rooftop Thursdays @emelyneross #wolfofwallstreet @ 25 Broad at The Exchange http://t.co/JfTvWyyqnL,Neutral,1,67,2022-11-08T13:35:30.911468Z,2022-11-08T13:35:30.911468Z,2.5
143,163,23,164,50001642.0,0.0,0.0,0.0,540.0,4.053759052098028e+17,retweeted,"RT @DarrenAronofsky: scorsese latest #WolfOfWallStreet hilarious, gutwrenching. @LeoDiCaprio fearless, brave, brilliant @JonahHill revelati…",Positive,1,164,2022-11-08T17:08:39.805544Z,2022-11-08T17:08:39.805544Z,1.307
144,104,20,105,91050492.0,0.0,0.0,0.0,0.0,,,Scorsese's Wolf of Wall Street May Get Pushed #scorsese #movie #film #wolfofwallstreet #push #oscar http://t.co/ZACI5rgqwH,Neutral,1,105,2022-11-08T13:45:38.500662Z,2022-11-08T13:45:38.500662Z,14.008
145,231,7,232,416643299.0,0.0,0.0,0.0,0.0,,,When life gives you lemons 😬😄 lol #wolfofwallstreet #toofunny,Positive,1,232,2022-11-08T17:22:44.413845Z,2022-11-08T17:22:44.413845Z,5.037
146,162,22,163,47202467.0,0.0,0.0,0.0,540.0,4.053759052098028e+17,retweeted,"RT @DarrenAronofsky: scorsese latest #WolfOfWallStreet hilarious, gutwrenching. @LeoDiCaprio fearless, brave, brilliant @JonahHill revelati…",Positive,1,163,2022-11-08T17:08:37.120832Z,2022-11-08T17:08:37.120832Z,1.134
147,419,27,420,229907339.0,0.0,0.0,0.0,0.0,,,Watching #WOLFOFWALLSTREET again for the 3rd time. never get tired of this classic.,Positive,1,420,2022-11-08T17:48:17.923048Z,2022-11-08T17:48:17.923048Z,2.221
148,304,24,305,423128824.0,4.0,0.0,1.0,0.0,,,Dude just talked about marrying his cousin #donnie #wolfofwallstreet,Neutral,1,305,2022-11-08T17:37:03.403811Z,2022-11-08T17:37:03.403811Z,2.741
149,68,12,69,440346732.0,0.0,0.0,0.0,0.0,,,I open up my mailbox and what do i see? #dicaprio #leo #leodicaprio #wolfofwallstreet #newyorkmagazine… http://t.co/JiUiUWxlJn,Neutral,1,69,2022-11-08T13:35:45.312842Z,2022-11-08T13:35:45.312842Z,5.263
150,235,11,236,299614662.0,0.0,0.0,0.0,0.0,,,fancy Leonardo DiCaprio so much more now 😍😍 #wolfofwallstreet,Positive,1,236,2022-11-08T17:23:06.249518Z,2022-11-08T17:23:06.249518Z,1.241
151,91,7,92,256154347.0,0.0,0.0,1.0,0.0,3.842593630423777e+17,replied_to,"@nicol4y He will, eventually. Of this I have no doubt. Maybe next year.
#WolfOfWallStreet",Neutral,1,92,2022-11-08T13:41:31.239598Z,2022-11-08T13:41:31.239598Z,3.803
152,60,4,61,1068356468.0,0.0,0.0,0.0,0.0,,,"#LeonardoDiCaprio, New Images From 'The #WolfOfWallStreet' http://t.co/jH9jpDmU9K",Neutral,1,61,2022-11-08T13:34:52.929734Z,2022-11-08T13:34:52.929734Z,3.953
153,271,19,272,2279437434.0,0.0,0.0,0.0,1.0,,,"At YHE, ""instant replay"" still means ""so good you listen to it twice in a row."" New ep: http://t.co/qiv2t4dQ17 #DrugWar #WolfofWallStreet",Neutral,1,272,2022-11-08T17:26:57.612105Z,2022-11-08T17:26:57.612105Z,2.622
154,333,25,334,59085798.0,0.0,0.0,1.0,0.0,,,Sell me this pen #WolfofWallStreet,Neutral,1,334,2022-11-08T17:39:56.664954Z,2022-11-08T17:39:56.664954Z,0.631
155,410,18,411,396004646.0,2.0,0.0,0.0,0.0,,,"You can't look them in the eyes! It's a fact, I saw it on PBS #wolfofwallstreet",Neutral,1,411,2022-11-08T17:47:47.376809Z,2022-11-08T17:47:47.376809Z,3.565
156,339,3,340,272532046.0,0.0,0.0,0.0,1.0,4.837438518706995e+17,retweeted,RT @Ipodcrazy14: Watching #WolfofWallStreet again for 3rd time this week! Love it so much! @LeoDiCaprio #fuckme http://t.co/4sepzIKtKR,Positive,1,340,2022-11-08T17:40:19.922060Z,2022-11-08T17:40:19.922060Z,1.963
157,272,20,273,24755261.0,0.0,0.0,0.0,0.0,,,"Plus, topless Leo is always a good thing #wolfofwallstreet",Positive,1,273,2022-11-08T17:26:59.986691Z,2022-11-08T17:26:59.986691Z,0.99
158,40,12,41,405453040.0,0.0,0.0,1.0,0.0,3.619584278466478e+17,replied_to,@Georgia_Denise omg omg omg no you don't understand how excited I am! Asdfghjkl  it's not out for ages:( #WolfOfWallStreet,Positive,1,41,2022-11-08T13:31:42.184392Z,2022-11-08T13:31:42.184392Z,5.308
159,473,25,474,218698595.0,0.0,0.0,0.0,16.0,4.200109344392765e+17,retweeted,RT @CatherinePaiz: One of the funniest scenes I've seen in a long time. Best movie #wolfofwallstreet http://t.co/bJLrf99FG3,Positive,1,474,2022-11-08T17:52:22.513547Z,2022-11-08T17:52:22.513547Z,1.335
160,524,20,525,707725116.0,2.0,0.0,0.0,2.0,,,illest alive #rolemodel #savage #WolfOfWallStreet http://t.co/K25bbNASI5,Neutral,1,525,2022-11-08T17:55:59.324400Z,2022-11-08T17:55:59.324400Z,0.826
161,22,22,23,356472384.0,0.0,0.0,0.0,0.0,,,"No matter what happened to you in your past, you are not your past #WolfOfWallStreet",Neutral,1,19,2022-11-08T13:27:05.214743Z,2022-11-08T13:27:05.214743Z,4.413
162,447,27,448,346309868.0,0.0,0.0,0.0,1.0,5.162987857951048e+17,retweeted,"RT @TatumN4: ON NEW ISSUE DAY, THIS IS WHAT YOU DO ON NEW ISSUE DAY!  #wolfofwallstreet",Neutral,1,448,2022-11-08T17:50:52.418672Z,2022-11-08T17:50:52.418672Z,1.595
163,38,10,39,405453040.0,0.0,0.0,1.0,0.0,3.621611218111037e+17,replied_to,"@Georgia_Denise it's going to be so expensive, but I DON'T CARE #WolfOfWallStreet",Neutral,1,39,2022-11-08T13:31:29.788945Z,2022-11-08T13:31:29.788945Z,4.325
164,449,1,450,518014491.0,0.0,0.0,0.0,0.0,,,Leo wearing a gold Rolex in Wolf of Wall Street #fbf #wolfofwallstreet #rolex #goldrolex… http://t.co/QXkbeCNqtr,Neutral,1,450,2022-11-08T17:50:57.943095Z,2022-11-08T17:50:57.943095Z,0.768
165,491,15,492,273968758.0,0.0,0.0,0.0,0.0,,,We're not gonna be friends #WolfofWallstreet,Neutral,1,492,2022-11-08T17:53:39.986891Z,2022-11-08T17:53:39.986891Z,1.218
166,15,15,16,256433721.0,0.0,0.0,0.0,0.0,,,So it looks like Jonah Hill is playing a sleazier version of his character in Moneyball for the upcoming #WolfOfWallStreet.,Neutral,1,12,2022-11-08T13:26:06.331269Z,2022-11-08T13:26:06.331269Z,7.578
167,208,12,209,164583315.0,0.0,0.0,0.0,0.0,,,@LeoDiCaprio #wolfofwallstreet what a fantastic film and very funny (country club) extremely great acting.,Positive,1,209,2022-11-08T17:20:45.637481Z,2022-11-08T17:20:45.637481Z,1.199
168,74,18,75,232670242.0,1.0,0.0,0.0,3.0,3.725554193924301e+17,replied_to,“@AutoAdvisorGrp: @PJ_Byrne @NewYorkMag @LeoDiCaprio @JonahHill @MargotRobbie @RedGranitePics can't wait #WolfofWallstreet” XO,Positive,1,75,2022-11-08T13:36:38.403216Z,2022-11-08T13:36:38.403216Z,5.026
169,474,26,475,498258631.0,1.0,0.0,0.0,1.0,,,New found inspiration to be rich someday #wolfofwallstreet #millionaire,Neutral,1,475,2022-11-08T17:52:24.997140Z,2022-11-08T17:52:24.997140Z,1.159
170,154,14,155,249321159.0,1.0,0.0,0.0,0.0,,,The new Leo movie looks awesome.#WolfOfWallStreet,Positive,1,155,2022-11-08T17:00:55.790091Z,2022-11-08T17:00:55.790091Z,1.749
171,149,9,150,220308248.0,0.0,0.0,0.0,540.0,4.053759052098028e+17,retweeted,"RT @DarrenAronofsky: scorsese latest #WolfOfWallStreet hilarious, gutwrenching. @LeoDiCaprio fearless, brave, brilliant @JonahHill revelati…",Positive,1,150,2022-11-08T16:58:54.962929Z,2022-11-08T16:58:54.962929Z,6.549
172,152,12,153,27740408.0,2.0,0.0,0.0,0.0,,,I really want to watch movies with quality. Hunger Games Catching Fire started up my addiction /: #WolfOfWallStreet,Neutral,1,153,2022-11-08T17:00:45.141544Z,2022-11-08T17:00:45.141544Z,71.002
173,242,18,243,969766958.0,0.0,0.0,0.0,0.0,,,Movie is so long! So good though! #drugs #rich #money #wolfofwallstreet,Positive,1,243,2022-11-08T17:24:23.184531Z,2022-11-08T17:24:23.184531Z,1.382
174,92,8,93,252336068.0,1.0,0.0,0.0,0.0,,,NYC is definitely where i want to be #wolfofwallstreet,Neutral,1,93,2022-11-08T13:41:41.159847Z,2022-11-08T13:41:41.159847Z,4.035
175,405,13,406,209516423.0,0.0,0.0,0.0,0.0,,,"""I have never been a fan of the bush to be honest."" :-P #wolfofwallstreet",Neutral,1,406,2022-11-08T17:47:22.765757Z,2022-11-08T17:47:22.765757Z,1.917
176,42,14,43,792694592.0,0.0,0.0,0.0,331.0,3.4666309631360205e+17,retweeted,RT @scooterbraun: just watched the trailer for my friends @LeoDiCaprio and @JonahHill for #WolfOfWallStreet - movie looks incredible! http:…,Positive,1,43,2022-11-08T13:31:57.943925Z,2022-11-08T13:31:57.943925Z,5.272
177,73,17,74,32434511.0,0.0,0.0,0.0,0.0,,,Leonardo DiCaprio looking sharp in new #WolfOfWallStreet images http://t.co/tw0NZKMUHh,Positive,1,74,2022-11-08T13:36:27.851182Z,2022-11-08T13:36:32.035094Z,8.852
178,380,16,381,543133092.0,1.0,0.0,0.0,0.0,,,I do not recall. #wolfofwallstreet,Neutral,1,381,2022-11-08T17:44:24.830438Z,2022-11-08T17:44:24.830438Z,1.948
179,335,27,336,292559433.0,0.0,0.0,0.0,0.0,,,Cerebral palsy phase!! Haha #WolfOfWallStreet,Neutral,1,336,2022-11-08T17:40:04.092169Z,2022-11-08T17:40:04.092169Z,2.293
180,441,21,442,1429623768.0,0.0,0.0,0.0,0.0,,,matthew mcconaughey in #WolfOfWallStreet is fucking priceless for as small a role he played.,Positive,1,442,2022-11-08T17:50:36.918695Z,2022-11-08T17:50:36.918695Z,1.303
181,14,14,15,1552410114.0,0.0,0.0,0.0,27.0,3.504036076796027e+17,retweeted,RT @younghollywood: Trailer for #WolfofWallStreet shows a side of @LeoDiCaprio we don't get to see too often! --&gt; http://t.co/6wH8zSRZrP Th…,Neutral,1,11,2022-11-08T13:25:56.301924Z,2022-11-08T13:25:56.301924Z,4.345
182,379,15,380,312635915.0,8.0,0.0,0.0,1.0,,,Stocks are grinding today. That's never good for the bank account #sorrywallet #wolfofwallstreet,Neutral,1,380,2022-11-08T17:44:21.545734Z,2022-11-08T17:44:21.545734Z,3.096
183,330,22,331,427455762.0,0.0,0.0,0.0,0.0,,,Just watched #WolfOfWallStreet great film!!!! I would recommend watching it!,Positive,1,331,2022-11-08T17:39:46.326753Z,2022-11-08T17:39:46.326753Z,0.805
184,317,9,318,495313049.0,0.0,0.0,0.0,0.0,,,That's my boy right there #wolfofwallstreet,Neutral,1,318,2022-11-08T17:39:00.085587Z,2022-11-08T17:39:00.085587Z,1.806
185,264,12,265,16590399.0,0.0,0.0,0.0,0.0,,,Longest movie ever... #wolfofwallstreet,Negative,1,265,2022-11-08T17:26:25.370751Z,2022-11-08T17:26:25.370751Z,1.58
186,29,1,30,301613699.0,2.0,0.0,0.0,0.0,,,"“Whether you say, ‘I can’ or ‘I can’t,’ you’re right either way.” – Jordan Belfort #RealTalk #WolfofWallStreet",Neutral,1,26,2022-11-08T13:29:28.241223Z,2022-11-08T13:29:28.241223Z,5.072
187,363,27,364,1493235554.0,0.0,0.0,0.0,0.0,,,One of the reasons why I love her. #TFIOS #GraceOfMonaco #WolfOfWallstreet #greatgatsby @LeoDiCaprio @Sasha_Mellany http://t.co/PgqFb0ErwP,Positive,1,364,2022-11-08T17:42:49.904658Z,2022-11-08T17:42:49.904658Z,2.042
188,7,7,8,95432311.0,0.0,0.0,0.0,0.0,,,This looks excellent. Scorsese and Leo = Can't lose. #WolfofWallStreet http://t.co/8KpMP5pqt0 http://t.co/Pg9u0KNAkE,Positive,1,5,2022-11-08T13:25:07.379630Z,2022-11-08T13:25:07.379630Z,3.159
189,348,12,349,1881172092.0,0.0,0.0,0.0,0.0,,,"""No I am not watching #WolfOfWallStreet...I didn't touch your golferaid ....yes I did get something… http://t.co/GnOQ8BkUrj",Neutral,1,349,2022-11-08T17:41:43.009333Z,2022-11-08T17:41:43.009333Z,6.22
190,345,9,346,2624868647.0,0.0,0.0,0.0,0.0,,,Leo's assistant in #WolfofWallStreet is such a smoke show,Positive,1,346,2022-11-08T17:41:27.804459Z,2022-11-08T17:41:27.804459Z,45.985
191,225,1,226,150947785.0,0.0,0.0,0.0,0.0,,,"#TwelveYearsASlave, #AmericanHustle, and #WolfOfWallStreet are the movies I HAVE to see !",Positive,1,226,2022-11-08T17:22:13.108137Z,2022-11-08T17:22:13.108137Z,2.647
192,192,24,193,30086232.0,0.0,0.0,0.0,1.0,4.181522826522788e+17,retweeted,"RT @aptendy33: @LeoDiCaprio deserves to win best actor for his performance in #wolfofwallstreet Fantastic movie, be choked if he doesn't",Positive,1,193,2022-11-08T17:19:31.487099Z,2022-11-08T17:19:31.487099Z,5.803
193,373,9,374,537209411.0,0.0,0.0,0.0,10.0,4.94500859968254e+17,retweeted,"RT @MELYTONIOLO: Thanks @CotrilSpa 
#wolfofwallstreet http://t.co/AuU3lZl8XW",Neutral,1,374,2022-11-08T17:43:58.633963Z,2022-11-08T17:43:58.633963Z,25.625
194,458,10,459,167465517.0,0.0,0.0,0.0,0.0,,,#WolfOfWallStreet is a good ass movie...took me 2 days to watch the whole thing tho lol,Positive,1,459,2022-11-08T17:51:34.776153Z,2022-11-08T17:51:34.776153Z,1.17
195,99,15,100,38681688.0,0.0,0.0,0.0,2.0,,,"The @GREconClub welcomes the #wolfofwallstreet, Jordan Belfort to GR, Oct. 7. Register to here him speak at http://t.co/HfIqF431Jk",Neutral,1,100,2022-11-08T13:43:35.837740Z,2022-11-08T13:43:35.837740Z,51.529
196,114,2,115,32145194.0,3.0,0.0,0.0,0.0,,,The new trailer for #WolfofWallStreet. This has all the elements of another Scorsese classic. Can't wait. http://t.co/Pz27EZOAXA,Positive,1,115,2022-11-08T13:51:50.109860Z,2022-11-08T13:51:50.109860Z,172.021
197,67,11,68,14081955.0,1.0,0.0,0.0,0.0,,,My picks for must-see films of Fall 2013: #AmericanHustle #CaptainPhillips #Gravity #TheMonumentsMen #Rush #TheCounselor #WolfOfWallStreet,Positive,1,68,2022-11-08T13:35:38.864829Z,2022-11-08T13:35:38.864829Z,6.518
198,287,7,288,433931864.0,2.0,0.0,0.0,0.0,,,"Leo is always a dime. Even if he is ""consuming enough coke to sedate Manhattan, Long Island, and Queens for a month"" #wolfofwallstreet",Positive,1,288,2022-11-08T17:28:29.065232Z,2022-11-08T17:28:29.065232Z,7.217
199,174,6,175,17872188.0,1.0,0.0,0.0,0.0,,,#NowWatching #wolfofwallstreet Leo is the GOAT http://t.co/dBJGrHHoxG,Positive,1,175,2022-11-08T17:11:51.300594Z,2022-11-08T17:11:51.300594Z,0.947
200,324,16,325,302382246.0,1.0,0.0,0.0,0.0,,,Leonardo Dicaprio is literally saying my name right now 😍 #WolfOfWallStreet,Positive,1,325,2022-11-08T17:39:25.180815Z,2022-11-08T17:39:25.180815Z,1.746
201,111,27,112,24808701.0,0.0,0.0,0.0,0.0,,,"I'd rather take a 3-hour Scorsese movie this year in time for Oscar season, than wait for a shortened version next year. #wolfofwallstreet",Neutral,1,112,2022-11-08T13:48:40.354443Z,2022-11-08T13:48:40.354443Z,16.845
202,46,18,47,478285230.0,1.0,0.0,0.0,0.0,3.611656621414277e+17,replied_to,“@katestallc: @ConnorFloyd1 Please promise that you won't go see #WolfOfWallStreet without me.” Promise ✋,Neutral,1,47,2022-11-08T13:32:26.494004Z,2022-11-08T13:32:26.494004Z,6.394
203,302,22,303,220011945.0,0.0,0.0,0.0,2.0,4.615665673699451e+17,retweeted,RT @Foxy_Gee: Watching #WolfOfWallStreet #Leloupdewallstreet #Dicaprio #Jouissif #Argent #Money #Sex #Dollar #ThatsLife :),Neutral,1,303,2022-11-08T17:30:12.596267Z,2022-11-08T17:30:12.596267Z,2.067
204,23,23,24,122128912.0,1.0,0.0,0.0,0.0,,,Still can't get over meeting Jordan Belfort yesterday #WolfofWallStreet,Positive,1,20,2022-11-08T13:27:11.402243Z,2022-11-08T13:27:11.402243Z,4.647
